,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2249,41,14,49859166.666666664,3,15745000.0,2,150,0,0,0,1,0
2250,46,22,202060833.33333334,1,78725000.0,1,0,0,0,0,1,0
2251,31,5,70852500.0,4,34639000.0,2,0,0,0,0,0,0
2252,58,32,53795416.666666664,3,22043000.0,1,0,0,0,0,1,0
2253,59,35,32802083.333333336,2,4723500.0,1,75,0,0,0,1,0
2254,46,22,69540416.66666667,2,26766500.0,1,109,0,0,0,0,0
2255,33,9,103654583.33333333,1,1574500.0,1,0,0,0,0,1,0
2256,56,31,17057083.333333332,4,14170500.0,2,76,0,0,1,1,1
2257,47,23,170570833.33333334,2,22043000.0,1,0,0,0,0,0,0
2258,59,33,122023750.0,2,11021500.0,2,0,0,0,0,0,0
2259,24,0,107590833.33333333,3,12596000.0,1,0,0,0,0,1,0
2260,39,14,19681250.0,2,4723500.0,2,92,0,0,0,0,0
2261,30,3,196812500.0,4,78725000.0,2,0,1,0,0,1,0
2262,55,29,171882916.66666666,2,11021500.0,2,0,1,0,0,0,1
2263,47,21,36738333.333333336,3,23617500.0,1,0,0,0,0,1,0
2264,35,11,11808750.0,4,11021500.0,2,0,0,0,0,1,0
2265,47,23,115463333.33333333,4,22043000.0,2,0,0,0,0,0,0
2266,38,13,187627916.66666666,1,64554499.99999999,1,0,0,0,0,0,0
2267,38,13,220430000.0,2,20468500.0,3,0,1,0,0,0,0
2268,27,3,137768750.0,1,47235000.0,2,0,1,1,0,0,0
2269,42,18,81349166.66666667,3,33064500.0,3,0,0,0,0,1,0
2270,26,2,66916250.0,4,40937000.0,1,0,0,0,0,1,0
2271,60,34,132520416.66666666,3,69278000.0,1,0,0,0,0,1,1
2272,27,3,118087500.0,3,12596000.0,1,0,0,0,0,1,0
2273,27,1,108902916.66666667,4,33064500.0,3,0,0,0,0,1,1
2274,40,15,27553750.0,2,0.0,3,0,0,0,0,1,0
2275,40,16,150889583.33333334,1,53533000.0,1,0,0,0,0,1,0
2276,29,3,225678333.33333334,4,69278000.0,1,0,1,0,0,0,0
2277,30,6,41986666.666666664,2,15745000.0,2,0,0,0,0,0,0
2278,30,4,267665000.0,2,70852500.0,1,0,0,0,0,1,0
2279,47,23,44610833.333333336,4,9447000.0,1,0,0,0,1,1,1
2280,33,7,39362500.0,2,31490000.0,3,132,0,0,0,0,0
2281,57,32,40674583.333333336,3,20468500.0,2,0,0,0,0,1,1
2282,38,14,118087500.0,2,42511500.0,1,0,0,0,0,1,1
2283,54,28,103654583.33333333,4,40937000.0,3,0,0,0,0,0,0
2284,47,23,28865833.333333332,4,9447000.0,1,0,0,0,0,1,1
2285,48,22,149577500.0,1,37788000.0,3,0,1,0,0,1,0
2286,62,36,55107500.0,1,7872500.0,3,128,0,0,0,1,0
2287,30,6,38050416.666666664,1,3149000.0,3,90,0,0,0,1,0
2288,35,11,94470000.0,3,40937000.0,2,0,0,0,0,1,0
2289,59,35,89221666.66666667,1,28341000.0,3,95,0,0,0,0,0
2290,38,13,102342500.0,4,11021500.0,3,0,0,0,0,1,0
2291,47,23,118087500.0,1,42511500.0,1,323,0,0,0,0,0
2292,57,33,223054166.66666666,2,33064500.0,2,0,1,0,0,0,0
2293,42,17,18369166.666666668,2,1574500.0,2,0,0,0,0,1,0
2294,39,15,169258750.0,2,29915500.0,1,0,0,0,0,0,0
2295,53,23,51171250.0,3,15745000.0,3,87,0,0,0,1,0
2296,27,3,107590833.33333333,2,3149000.0,1,0,0,0,0,0,1
2297,59,35,40674583.333333336,3,6298000.0,2,0,0,0,0,1,1
2298,48,24,11808750.0,4,7872500.0,2,0,0,0,0,0,1
2299,62,37,19681250.0,3,1574500.0,3,91,0,0,0,0,0
2300,66,41,91845833.33333333,3,34639000.0,1,0,0,0,0,0,0
2301,38,13,110215000.0,4,11021500.0,3,0,0,0,0,0,0
2302,42,17,203372916.66666666,1,110215000.0,1,0,0,0,0,0,1
2303,47,21,116775416.66666667,2,12596000.0,3,0,0,0,0,1,1
2304,27,2,223054166.66666666,3,74001500.0,1,0,1,0,0,1,0
2305,32,7,242735416.66666666,2,105491500.0,1,0,0,0,1,1,1
2306,37,13,107590833.33333333,2,34639000.0,1,0,0,0,0,0,0
2307,56,31,78725000.0,3,26766500.0,1,0,0,0,0,1,0
2308,39,13,76100833.33333333,2,37788000.0,2,0,0,0,0,1,0
2309,36,12,38050416.666666664,1,20940850.000000004,1,81,0,0,0,1,0
2310,32,6,41986666.666666664,2,4723500.0,1,0,0,0,0,0,0
2311,62,37,150889583.33333334,4,53533000.0,2,0,0,0,0,1,1
2312,48,22,108902916.66666667,2,37788000.0,2,0,0,0,0,1,0
2313,58,32,70852500.0,3,4723500.0,2,0,0,0,0,1,1
2314,27,2,146953333.33333334,4,28341000.0,3,0,0,1,0,1,0
2315,52,26,238799166.66666666,2,22043000.0,2,0,1,0,0,1,0
2316,54,30,146953333.33333334,2,107066000.0,1,0,0,0,0,1,0
2317,31,5,169258750.0,3,92895500.0,3,319,1,1,1,0,1
2318,60,34,30177916.666666668,1,12596000.0,2,112,0,0,0,1,0
2319,34,9,259792500.0,2,47235000.0,1,422,0,0,0,1,0
2320,46,22,110215000.0,4,31490000.0,3,0,0,0,0,1,0
2321,41,15,51171250.0,3,7872500.0,3,0,0,0,0,0,0
2322,62,37,169258750.0,1,20468500.0,1,0,0,0,0,1,0
2323,31,7,148265416.66666666,2,31490000.0,2,315,0,0,0,0,0
2324,41,11,45922916.666666664,1,11808750.0,3,114,0,0,0,1,0
2325,55,30,111527083.33333333,1,1574500.0,3,0,0,0,0,0,0
2326,45,19,95782083.33333333,4,45660500.0,1,0,0,0,0,0,0
2327,51,25,91845833.33333333,1,12596000.0,3,0,0,1,0,1,0
2328,27,2,170570833.33333334,3,69278000.0,1,192,1,0,0,1,0
2329,30,4,51171250.0,1,23617500.0,1,0,0,0,0,1,0
2330,31,5,94470000.0,4,28341000.0,2,242,0,0,0,1,1
2331,61,37,89221666.66666667,4,36213500.0,3,0,0,0,0,0,0
2332,40,16,45922916.666666664,1,22043000.0,3,0,0,0,0,1,1
2333,45,21,80037083.33333333,3,11021500.0,1,0,0,1,1,1,1
2334,45,21,90533750.0,4,29915500.0,1,0,0,0,0,0,0
2335,37,13,77412916.66666667,1,56682000.0,2,0,0,0,0,0,0
2336,34,8,129896250.0,2,70852500.0,3,217,0,0,0,0,0
2337,43,16,263728750.0,1,157450000.0,2,0,1,0,0,0,1
2338,42,18,170570833.33333334,2,118087500.0,1,0,0,0,0,0,1
2339,56,31,94470000.0,3,31490000.0,2,0,0,0,0,0,0
2340,33,9,57731666.666666664,1,18894000.0,1,0,0,0,0,0,0
2341,36,10,119399583.33333333,1,23617500.0,3,289,0,0,0,1,0
2342,62,37,120711666.66666667,3,7872500.0,1,310,0,0,0,1,0
2343,58,34,72164583.33333333,1,12596000.0,1,168,0,0,0,1,1
2344,65,40,26241666.666666668,3,7872500.0,1,102,0,0,0,1,1
2345,65,40,116775416.66666667,1,64554499.99999999,1,299,1,0,1,1,0
2346,52,26,77412916.66666667,2,23617500.0,2,239,0,0,0,0,1
2347,64,39,10496666.666666666,3,1574500.0,3,87,0,0,0,0,1
2348,51,25,111527083.33333333,4,77150500.0,1,0,0,0,0,1,1
2349,59,35,123335833.33333333,1,67703500.0,1,76,0,1,1,1,0
2350,52,28,28865833.333333332,2,6298000.0,1,0,0,0,0,1,1
2351,55,31,97094166.66666667,2,50384000.0,3,0,0,0,0,1,1
2352,46,19,77412916.66666667,3,42039150.0,2,0,0,0,0,0,0
2353,61,36,15745000.0,4,9447000.0,2,0,0,0,0,1,1
2354,35,9,10496666.666666666,1,6298000.0,2,0,0,0,0,1,0
2355,56,31,97094166.66666667,3,25192000.0,3,0,0,0,0,1,1
2356,31,5,241423333.33333334,4,53533000.0,2,0,1,0,1,1,1
2357,44,19,44610833.333333336,4,0.0,2,0,0,0,0,0,0
2358,53,27,82661250.0,2,12596000.0,3,0,0,1,0,1,0
2359,36,12,161386250.0,2,88172000.0,2,0,1,0,1,1,1
2360,27,1,111527083.33333333,2,25192000.0,3,0,0,0,0,0,0
2361,36,12,143017083.33333334,3,7872500.0,3,0,1,1,1,1,0
2362,40,15,40674583.333333336,1,9447000.0,3,0,0,0,0,1,0
2363,39,13,80037083.33333333,2,37788000.0,2,90,0,0,0,1,0
2364,59,35,115463333.33333333,2,25192000.0,1,0,0,0,0,0,1
2365,43,18,28865833.333333332,2,4723500.0,2,0,0,0,0,0,0
2366,30,4,82661250.0,4,34639000.0,2,0,0,1,0,1,0
2367,26,1,104966666.66666667,4,3149000.0,1,0,0,0,0,1,1
2368,48,22,102342500.0,3,33064500.0,1,0,0,0,0,1,1
2369,50,24,59043750.0,4,1574500.0,1,93,0,0,0,1,0
2370,33,7,66916250.0,4,33064500.0,3,0,0,0,0,0,1
2371,32,6,145641250.0,2,23617500.0,3,0,0,0,0,0,0
2372,34,10,59043750.0,3,44086000.0,1,153,0,0,0,1,1
2373,33,9,241423333.33333334,2,75576000.0,2,0,1,0,0,0,0
2374,32,5,53795416.666666664,2,15745000.0,2,112,0,1,0,1,0
2375,55,30,90533750.0,4,20468500.0,3,0,0,1,1,1,1
2376,58,33,30177916.666666668,3,3149000.0,1,0,0,0,0,0,0
2377,47,23,209933333.33333334,2,105019150.0,1,0,0,0,0,0,0
2378,30,5,80037083.33333333,1,12596000.0,2,251,0,1,1,1,0
2379,42,18,144329166.66666666,2,96044500.0,1,182,0,0,0,1,0
2380,40,16,65604166.66666667,2,9447000.0,3,0,0,0,0,0,0
2381,33,9,64292083.33333333,1,37788000.0,2,0,0,0,0,1,0
2382,46,20,242735416.66666666,4,118087500.0,2,428,1,0,0,0,1
2383,63,39,68228333.33333333,2,17319500.0,1,0,0,0,0,1,1
2384,62,37,69540416.66666667,2,44086000.0,1,0,0,0,0,1,0
2385,43,17,164010416.66666666,4,55107500.0,2,0,1,0,0,0,0
2386,31,5,94470000.0,3,25192000.0,1,0,0,0,0,1,0
2387,28,2,66916250.0,4,28341000.0,3,0,0,0,0,0,1
2388,64,39,30177916.666666668,3,7872500.0,1,0,0,1,0,0,0
2389,27,1,53795416.666666664,1,29915500.0,3,0,0,0,0,0,1
2390,33,9,53795416.666666664,3,31490000.0,1,108,0,0,0,1,0
2391,39,12,181067500.0,1,73529150.0,2,0,1,0,0,1,0
2392,44,20,181067500.0,2,51958500.0,1,0,0,0,0,0,1
2393,53,28,18369166.666666668,4,12596000.0,1,0,0,0,0,1,1
2394,42,18,190252083.33333334,2,125960000.0,1,505,0,0,0,0,0
2395,44,17,32802083.333333336,3,15745000.0,2,0,0,0,0,0,1
2396,34,10,56419583.333333336,1,26766500.0,1,142,0,0,0,0,1
2397,47,22,122023750.0,1,3149000.0,2,309,0,0,0,1,0
2398,53,29,118087500.0,2,4723500.0,1,217,0,1,0,0,1
2399,62,36,53795416.666666664,2,15745000.0,3,154,0,1,0,1,0
2400,61,36,221742083.33333334,2,96044500.0,3,106,1,0,1,1,1
2401,42,17,82661250.0,2,34639000.0,3,0,0,0,0,1,0
2402,48,21,30177916.666666668,3,10549150.000000002,2,95,0,0,0,0,0
2403,38,13,183691666.66666666,4,7872500.0,1,0,1,0,0,0,0
2404,41,15,98406250.0,1,23617500.0,3,0,0,0,0,1,0
2405,57,32,17057083.333333332,4,14170500.0,2,78,0,1,0,1,0
2406,31,7,13120833.333333334,1,7872500.0,3,81,0,0,0,1,0
2407,39,15,131208333.33333334,1,12596000.0,2,0,0,0,0,1,0
2408,48,22,111527083.33333333,3,17319500.0,1,203,0,0,0,1,0
2409,55,31,95782083.33333333,3,42039150.0,1,219,0,0,0,1,0
2410,29,4,170570833.33333334,2,105491500.0,1,0,0,0,0,0,1
2411,47,22,85285416.66666667,3,42511500.0,2,0,0,0,0,1,0
2412,61,36,77412916.66666667,4,26766500.0,1,148,0,0,0,0,0
2413,60,34,40674583.333333336,2,15745000.0,3,0,0,0,0,0,0
2414,34,10,175819166.66666666,1,62980000.0,1,0,0,0,0,0,0
2415,45,21,14432916.666666666,4,3149000.0,1,106,0,0,0,1,1
2416,60,35,41986666.666666664,1,4723500.0,3,80,0,0,0,1,0
2417,25,0,69540416.66666667,2,25192000.0,3,0,0,0,0,1,1
2418,41,17,36738333.333333336,1,11021500.0,1,0,0,0,0,0,1
2419,63,37,57731666.666666664,2,15745000.0,3,0,0,0,0,1,0
2420,63,39,52483333.333333336,1,12596000.0,1,118,0,0,0,0,1
2421,43,19,52483333.333333336,3,9447000.0,2,0,0,0,0,1,0
2422,58,32,213869583.33333334,2,7872500.0,1,400,0,0,0,0,0
2423,50,25,107590833.33333333,1,20468500.0,3,0,0,0,0,1,0
2424,38,12,116775416.66666667,4,22043000.0,2,0,0,0,0,0,0
2425,54,30,102342500.0,4,25192000.0,2,0,0,0,0,1,1
2426,61,36,72164583.33333333,3,14170500.0,3,197,0,0,0,0,0
2427,29,5,44610833.333333336,4,6298000.0,2,0,0,0,0,1,0
2428,39,12,141705000.0,4,57784150.0,2,301,1,0,0,0,1
2429,33,7,76100833.33333333,4,34639000.0,2,0,0,0,0,1,1
2430,23,1,95782083.33333333,4,40937000.0,1,0,0,0,0,1,0
2431,56,31,70852500.0,4,33064500.0,1,0,0,0,0,1,0
2432,54,30,59043750.0,4,14170500.0,2,0,0,0,0,0,1
2433,37,11,161386250.0,1,36213500.0,2,0,1,1,1,1,0
2434,38,12,122023750.0,1,81874000.0,1,267,0,0,0,1,0
2435,34,9,133832500.0,4,34639000.0,2,0,0,0,0,1,0
2436,53,29,51171250.0,3,23617500.0,1,0,0,0,0,1,0
2437,65,40,149577500.0,4,53533000.0,2,0,0,0,0,0,1
2438,62,37,38050416.666666664,1,4723500.0,3,0,0,0,0,0,1
2439,51,25,39362500.0,3,9447000.0,2,144,0,0,0,0,1
2440,31,5,28865833.333333332,1,9447000.0,3,0,0,0,0,0,0
2441,64,38,49859166.666666664,2,4723500.0,1,186,0,0,0,1,1
2442,39,15,53795416.666666664,2,26766500.0,1,0,0,0,0,0,0
2443,28,3,211245416.66666666,4,26766500.0,3,422,1,0,1,1,1
2444,60,35,49859166.666666664,3,7872500.0,2,0,0,0,0,1,1
2445,47,23,32802083.333333336,1,14170500.0,3,0,0,0,0,1,0
2446,25,1,91845833.33333333,4,40937000.0,1,218,0,0,0,1,0
2447,44,19,263728750.0,2,138556000.0,1,0,0,0,0,1,1
2448,51,26,55107500.0,2,9447000.0,3,0,0,0,0,1,1
2449,31,7,83973333.33333333,1,18894000.0,1,0,0,0,0,1,0
2450,32,7,36738333.333333336,4,17319500.0,3,0,0,0,0,0,0
2451,51,25,156137916.66666666,1,77150500.0,1,208,0,0,0,1,1
2452,25,1,36738333.333333336,1,15745000.0,3,0,0,0,0,1,0
2453,43,19,78725000.0,3,33064500.0,3,0,0,0,0,1,0
2454,54,29,30177916.666666668,1,23617500.0,2,0,0,0,0,0,0
2455,34,8,215181666.66666666,4,116513000.0,3,0,1,0,0,1,0
2456,54,30,51171250.0,2,12596000.0,1,0,0,0,0,0,1
2457,42,17,24929583.333333332,2,0.0,3,85,0,0,0,1,1
2458,46,20,94470000.0,2,12596000.0,3,0,0,0,0,1,1
2459,62,37,53795416.666666664,3,14170500.0,3,0,0,0,0,1,1
2460,31,5,41986666.666666664,2,4723500.0,2,130,0,0,0,1,0
2461,30,5,90533750.0,1,12596000.0,2,0,0,0,0,1,0
2462,52,28,30177916.666666668,3,6298000.0,1,0,0,0,0,1,0
2463,35,9,57731666.666666664,4,3149000.0,1,0,0,0,0,1,0
2464,60,36,41986666.666666664,3,6298000.0,2,165,0,0,0,1,0
2465,58,34,32802083.333333336,2,4723500.0,1,123,0,0,0,1,0
2466,24,2,104966666.66666667,2,25192000.0,3,0,0,0,0,1,0
2467,40,16,108902916.66666667,1,12596000.0,2,230,0,1,0,1,0
2468,49,23,174507083.33333334,1,114938500.0,1,0,0,0,0,1,1
2469,43,18,116775416.66666667,1,1574500.0,2,307,0,0,0,0,1
2470,33,7,106278750.0,2,70852500.0,3,187,0,0,1,1,1
2471,36,11,57731666.666666664,2,17319500.0,2,85,0,0,0,1,0
2472,62,36,156137916.66666666,2,31490000.0,1,0,0,0,0,0,0
2473,57,32,51171250.0,4,14170500.0,1,147,0,0,0,0,0
2474,64,38,52483333.333333336,2,15745000.0,3,0,0,0,0,0,0
2475,52,26,103654583.33333333,3,12596000.0,1,183,0,0,0,0,0
2476,54,28,39362500.0,4,11021500.0,2,0,0,0,0,1,0
2477,40,14,234862916.66666666,1,40937000.0,3,0,1,0,0,1,0
2478,30,5,233550833.33333334,2,105491500.0,1,0,0,0,0,0,0
2479,55,30,107590833.33333333,4,59831000.0,2,0,0,0,0,1,0
2480,39,13,65604166.66666667,2,37788000.0,2,0,0,0,0,0,0
2481,55,30,83973333.33333333,2,29915500.0,2,0,0,0,0,0,0
2482,28,4,169258750.0,1,23617500.0,1,0,0,0,0,0,1
2483,44,18,89221666.66666667,4,45660500.0,1,0,0,1,0,0,0
2484,46,21,39362500.0,1,22043000.0,3,112,0,1,0,0,0
2485,61,36,62980000.0,3,23617500.0,1,0,0,0,0,0,1
2486,61,36,170570833.33333334,1,20468500.0,1,257,0,0,0,0,0
2487,45,20,52483333.333333336,1,7872500.0,3,0,0,1,0,1,0
2488,38,14,137768750.0,2,29915500.0,1,0,0,0,0,1,0
2489,29,3,53795416.666666664,4,3149000.0,1,0,0,0,0,1,0
2490,52,28,220430000.0,3,102342500.0,3,118,1,0,0,1,0
2491,38,14,104966666.66666667,2,42511500.0,1,0,0,0,0,1,0
2492,28,3,175819166.66666666,2,48809500.0,1,0,0,0,0,1,0
2493,34,9,64292083.33333333,1,39362500.0,3,0,0,0,0,0,0
2494,35,9,82661250.0,2,28341000.0,1,0,0,0,0,1,0
2495,46,22,91845833.33333333,4,29915500.0,1,212,0,0,0,0,1
2496,63,37,41986666.666666664,3,11021500.0,2,141,0,0,0,0,0
2497,33,9,18369166.666666668,3,14170500.0,3,114,0,0,0,0,0
2498,38,14,145641250.0,2,96044500.0,1,326,0,0,0,0,0
2499,53,27,49859166.666666664,4,44086000.0,2,144,0,1,0,1,0
2500,28,2,158762083.33333334,2,31490000.0,1,341,0,0,0,1,0
2501,44,18,118087500.0,4,40937000.0,3,0,0,0,0,1,0
2502,58,31,233550833.33333334,2,94470000.0,2,0,1,0,0,1,0
2503,38,14,26241666.666666668,4,6298000.0,2,79,0,0,0,1,1
2504,48,24,80037083.33333333,2,26766500.0,1,229,0,0,0,0,1
2505,33,7,56419583.333333336,4,12596000.0,1,0,0,0,0,0,0
2506,66,42,51171250.0,1,29915500.0,2,0,0,0,0,1,1
2507,59,34,78725000.0,4,33064500.0,1,234,0,0,0,1,1
2508,40,15,82661250.0,3,47235000.0,1,0,0,1,0,1,0
2509,36,11,10496666.666666666,4,3149000.0,3,81,0,0,0,0,1
2510,62,38,68228333.33333333,4,20468500.0,2,0,0,0,0,1,1
2511,51,27,120711666.66666667,4,47235000.0,1,0,1,0,1,1,1
2512,58,32,145641250.0,2,22043000.0,1,298,0,0,0,1,0
2513,52,26,93157916.66666667,1,22043000.0,3,0,0,0,0,0,0
2514,41,16,32802083.333333336,2,1574500.0,2,91,0,1,0,0,0
2515,31,5,44610833.333333336,1,29915500.0,3,156,0,0,0,1,0
2516,28,3,97094166.66666667,3,40937000.0,3,0,0,0,0,0,0
2517,57,31,157450000.0,2,31490000.0,1,0,0,0,0,0,1
2518,61,37,65604166.66666667,4,20468500.0,2,0,0,0,0,0,1
2519,60,36,13120833.333333334,2,15745000.0,1,0,0,0,0,1,1
2520,56,29,59043750.0,4,39362500.0,2,113,0,0,0,1,0
2521,49,23,38050416.666666664,4,28341000.0,1,0,0,0,0,1,1
2522,63,37,190252083.33333334,2,108640500.0,1,0,0,0,0,1,0
2523,49,23,131208333.33333334,2,99193500.0,1,0,0,0,0,0,0
2524,49,25,31490000.0,3,6298000.0,1,0,0,0,0,1,0
2525,32,8,78725000.0,1,18894000.0,1,0,0,0,0,1,1
2526,26,1,65604166.66666667,4,9447000.0,2,0,0,0,0,0,0
2527,27,1,56419583.333333336,3,17319500.0,2,0,0,0,0,0,0
2528,57,31,103654583.33333333,3,69278000.0,1,0,0,0,0,0,1
2529,29,5,57731666.666666664,3,1574500.0,2,0,0,0,0,1,1
2530,56,30,40674583.333333336,4,23617500.0,3,0,0,0,0,1,0
2531,59,35,18369166.666666668,2,15745000.0,1,107,0,0,0,1,0
2532,53,28,24929583.333333332,4,12596000.0,1,106,0,0,0,0,1
2533,54,29,145641250.0,1,17319500.0,2,0,1,0,0,1,0
2534,56,30,118087500.0,1,29915500.0,2,0,0,0,0,1,0
2535,50,25,27553750.0,2,11021500.0,3,129,0,0,0,0,0
2536,51,25,136456666.66666666,1,66129000.0,2,0,1,0,0,1,0
2537,53,27,98406250.0,1,29915500.0,2,0,0,0,0,1,0
2538,37,12,229614583.33333334,2,122811000.0,1,297,0,0,0,1,1
2539,32,7,128584166.66666666,1,66129000.0,1,171,1,1,1,0,0
2540,49,23,53795416.666666664,4,1574500.0,1,153,0,0,0,1,0
2541,34,8,224366250.0,2,34639000.0,2,569,1,0,0,1,0
2542,54,30,103654583.33333333,4,25192000.0,2,0,0,0,0,1,0
2543,64,39,31490000.0,4,9447000.0,2,0,0,0,0,0,0
2544,58,34,118087500.0,1,56682000.0,2,0,1,0,0,0,0
2545,25,1,51171250.0,3,37788000.0,2,0,0,0,0,1,0
2546,50,25,11808750.0,2,0.0,1,0,0,1,0,0,0
2547,38,13,19681250.0,2,1574500.0,2,90,0,0,0,1,0
2548,48,24,104966666.66666667,1,42511500.0,1,0,0,0,0,1,0
2549,41,15,82661250.0,1,11021500.0,3,79,0,0,0,0,1
2550,32,8,26241666.666666668,1,7872500.0,3,102,0,0,0,1,0
2551,46,22,56419583.333333336,2,33064500.0,3,0,0,1,1,1,1
2552,39,15,85285416.66666667,1,23617500.0,3,0,0,0,0,0,0
2553,39,15,119399583.33333333,2,26766500.0,2,151,0,0,0,0,0
2554,63,39,69540416.66666667,1,12596000.0,1,0,0,0,0,0,0
2555,58,32,144329166.66666666,3,26766500.0,2,0,0,0,0,0,0
2556,28,4,107590833.33333333,3,23617500.0,1,103,0,0,0,1,0
2557,36,11,30177916.666666668,4,3149000.0,3,0,0,0,0,1,0
2558,43,19,225678333.33333334,2,105019150.0,1,0,0,0,0,1,0
2559,36,12,115463333.33333333,2,42511500.0,1,0,0,0,0,1,0
2560,44,18,93157916.66666667,2,12596000.0,3,0,0,0,0,1,0
2561,31,5,236175000.0,1,45660500.0,3,144,1,1,0,0,0
2562,45,21,51171250.0,2,33064500.0,3,184,0,0,0,0,1
2563,39,13,123335833.33333333,1,23617500.0,3,0,0,0,0,0,1
2564,43,16,32802083.333333336,3,15745000.0,2,0,0,0,0,1,0
2565,40,15,13120833.333333334,2,0.0,3,102,0,0,0,1,0
2566,30,5,55107500.0,1,15745000.0,1,184,0,0,0,0,0
2567,58,33,186315833.33333334,2,61405500.0,1,0,0,0,0,0,1
2568,46,21,44610833.333333336,2,20468500.0,1,0,0,0,0,1,0
2569,35,10,182379583.33333334,1,72427000.0,1,0,0,0,0,0,0
2570,30,4,202060833.33333334,2,70852500.0,1,207,0,0,0,1,0
2571,34,8,52483333.333333336,2,31490000.0,3,89,0,0,0,0,0
2572,62,32,43298750.0,1,23617500.0,3,140,0,0,0,1,1
2573,58,34,104966666.66666667,2,25192000.0,1,0,0,0,0,1,1
2574,45,18,13120833.333333334,3,10549150.000000002,2,100,0,0,0,1,0
2575,42,16,53795416.666666664,3,7872500.0,3,0,0,0,0,1,0
2576,60,36,39362500.0,4,20468500.0,1,118,0,0,0,1,1
2577,55,29,102342500.0,1,12596000.0,3,190,0,0,0,1,0
2578,45,21,215181666.66666666,1,78725000.0,1,0,0,0,0,0,1
2579,52,27,30177916.666666668,1,6298000.0,3,0,0,0,0,0,0
2580,31,7,195500416.66666666,1,94470000.0,1,0,0,0,0,0,0
2581,60,34,32802083.333333336,4,11021500.0,3,0,0,0,0,1,0
2582,33,9,55107500.0,1,33064500.0,3,0,0,0,0,1,0
2583,37,11,93157916.66666667,1,39362500.0,1,185,0,0,0,1,1
2584,59,34,149577500.0,3,66129000.0,2,0,1,0,0,1,0
2585,51,26,91845833.33333333,1,44086000.0,2,0,0,0,0,1,1
2586,47,23,195500416.66666666,4,96044500.0,1,0,1,0,0,0,1
2587,60,33,72164583.33333333,4,39362500.0,2,0,0,0,0,1,0
2588,61,36,38050416.666666664,1,20468500.0,1,0,0,0,0,0,0
2589,64,40,161386250.0,1,59831000.0,1,0,0,0,0,1,1
2590,46,20,199436666.66666666,1,116513000.0,3,374,1,0,1,1,1
2591,31,7,10496666.666666666,4,11021500.0,2,0,0,0,0,0,0
2592,57,32,90533750.0,4,11021500.0,1,245,0,0,0,0,0
2593,48,23,211245416.66666666,4,124385500.0,3,310,1,0,0,0,0
2594,48,23,103654583.33333333,1,3149000.0,2,0,0,0,0,0,0
2595,35,10,137768750.0,1,72427000.0,1,0,0,0,0,0,0
2596,33,8,51171250.0,3,36213500.0,1,0,0,0,0,0,0
2597,47,23,213869583.33333334,1,78725000.0,1,0,0,0,0,0,0
2598,46,20,11808750.0,1,3149000.0,1,0,0,0,0,1,0
2599,44,20,93157916.66666667,4,31490000.0,3,0,0,0,0,0,1
2600,42,18,66916250.0,3,33064500.0,3,0,0,0,0,0,0
2601,50,24,41986666.666666664,1,22043000.0,3,167,0,0,0,0,0
2602,52,26,211245416.66666666,4,67703500.0,1,0,1,0,1,1,1
2603,53,27,78725000.0,1,3149000.0,1,0,0,0,0,1,0
2604,37,10,45922916.666666664,4,15745000.0,2,0,0,0,0,0,0
2605,64,40,53795416.666666664,4,18894000.0,2,0,0,0,0,1,0
2606,46,22,95782083.33333333,2,26766500.0,1,216,0,0,0,1,0
2607,57,33,64292083.33333333,4,23617500.0,1,214,0,1,1,1,1
2608,61,35,103654583.33333333,2,31490000.0,1,194,0,0,0,1,1
2609,42,18,157450000.0,2,118087500.0,1,0,0,1,0,0,0
2610,40,16,78725000.0,2,50384000.0,1,0,0,0,0,0,0
2611,33,8,102342500.0,3,9447000.0,2,0,0,0,0,1,0
2612,50,26,52483333.333333336,4,17319500.0,2,131,0,0,0,0,0
2613,52,26,144329166.66666666,2,85023000.0,3,204,1,1,1,1,0
2614,35,11,209933333.33333334,4,89746500.0,3,0,1,1,0,0,0
2615,57,32,89221666.66666667,4,11021500.0,1,191,0,0,0,1,1
2616,56,31,64292083.33333333,2,25192000.0,3,103,0,0,0,1,0
2617,44,20,85285416.66666667,2,39362500.0,1,0,0,0,0,1,0
2618,23,3,72164583.33333333,3,37788000.0,2,145,0,0,0,1,0
2619,33,8,81349166.66666667,3,36213500.0,1,98,0,0,0,0,1
2620,48,22,199436666.66666666,1,0.0,1,0,0,0,0,0,0
2621,45,18,55107500.0,3,39362500.0,2,0,0,0,0,0,0
2622,54,28,51171250.0,4,11021500.0,2,0,0,0,0,1,0
2623,42,17,145641250.0,3,47235000.0,1,0,1,1,1,0,1
2624,47,21,107590833.33333333,3,33064500.0,1,0,0,0,0,0,0
2625,61,36,141705000.0,4,53533000.0,2,0,0,0,0,1,0
2626,53,27,77412916.66666667,2,12596000.0,3,0,0,0,0,1,0
2627,56,30,80037083.33333333,3,39362500.0,1,193,0,0,0,1,0
2628,33,6,102342500.0,4,31490000.0,2,0,0,1,0,1,0
2629,44,18,23617500.0,2,1574500.0,3,0,0,0,0,1,0
2630,63,37,148265416.66666666,4,26766500.0,3,0,0,0,0,1,1
2631,47,20,81349166.66666667,1,42039150.0,2,0,0,0,0,1,0
